id(a),a.type,a.tag,b.timestamp,b.type,id(c),c.type,c.tag
10391,process,null,1620864000.337,mknod,10951,file,null
10404,connection,attack,1620905798.0,ssh_connection,14661,process,attack
10406,connection,attack,1620904387.0,ssh_connection,14614,process,attack
10407,connection,attack,1620903661.0,ssh_connection,14569,process,attack
10456,connection,attack,1620905153.0,ssh_connection,14636,process,attack
10457,connection,attack,1620904387.0,ssh_connection,14613,process,attack
10458,connection,attack,1620905036.0,ssh_connection,14627,process,attack
10459,connection,attack,1620903722.0,ssh_connection,14583,process,attack
10460,connection,attack,1620905303.0,ssh_connection,14645,process,attack
10461,connection,attack,1620903661.0,ssh_connection,14568,process,attack
10462,connection,attack,1620905798.0,ssh_connection,14660,process,attack
10956,process,null,1620857380.071,Process_Create,12510,process,null
10956,process,null,1620857380.071,Process_Create,17174,process,null
10956,process,null,1620857380.071,Process_Create,11398,process,null
10956,process,null,1620857380.071,Process_Create,17176,process,null
10956,process,null,1620857380.071,Process_Create,17175,process,null
10956,process,null,1620857380.071,Process_Create,11209,process,null
10956,process,null,1620857380.071,Process_Create,12859,process,null
10956,process,null,1620857380.071,Process_Create,17173,process,null
10956,process,null,1620857380.071,Process_Create,12509,process,null
10956,process,null,1620857380.071,Process_Create,12508,process,null
10957,process,null,1620807105.574,Process_Create,12860,process,null
10957,process,null,1620807105.574,Process_Create,11399,process,null
10957,process,null,1620807105.574,Process_Create,12513,process,null
10957,process,null,1620807105.574,Process_Create,12511,process,null
10957,process,null,1620807105.574,Process_Create,11211,process,null
10957,process,null,1620807105.574,Process_Create,17180,process,null
10957,process,null,1620807105.574,Process_Create,17179,process,null
10957,process,null,1620807105.574,Process_Create,17181,process,null
10957,process,null,1620807105.574,Process_Create,17178,process,null
10957,process,null,1620807105.574,Process_Create,12512,process,null
10958,process,null,1620871414.826,Process_Create,17184,process,null
10958,process,null,1620871414.826,Process_Create,12515,process,null
10958,process,null,1620871414.826,Process_Create,11400,process,null
10958,process,null,1620871414.826,Process_Create,17185,process,null
10958,process,null,1620871414.826,Process_Create,12516,process,null
10958,process,null,1620871414.826,Process_Create,17186,process,null
10958,process,null,1620871414.826,Process_Create,17187,process,null
10958,process,null,1620871414.826,Process_Create,12861,process,null
10958,process,null,1620871414.826,Process_Create,12514,process,null
10958,process,null,1620871414.826,Process_Create,11213,process,null
10960,process,null,1620803073.642,Process_Create,12421,process,null
10960,process,null,1620803073.642,Process_Create,17122,process,null
10960,process,null,1620803073.642,Process_Create,11665,process,null
10960,process,null,1620803073.642,Process_Create,12828,process,null
10960,process,null,1620803073.642,Process_Create,11664,process,null
10960,process,null,1620803073.642,Process_Create,17119,process,null
10960,process,null,1620803073.642,Process_Create,17123,process,null
10960,process,null,1620803073.642,Process_Create,12827,process,null
10960,process,null,1620803073.642,Process_Create,17121,process,null
10960,process,null,1620803073.642,Process_Create,17129,process,null
10960,process,null,1620803073.642,Process_Create,11663,process,null
10960,process,null,1620803073.642,Process_Create,17126,process,null
10960,process,null,1620803073.642,Process_Create,17128,process,null
10960,process,null,1620803073.642,Process_Create,17130,process,null
10960,process,null,1620803073.642,Process_Create,11661,process,null
10960,process,null,1620803073.642,Process_Create,12872,process,null
10960,process,null,1620803073.642,Process_Create,17116,process,null
10960,process,null,1620803073.642,Process_Create,12829,process,null
10960,process,null,1620803073.642,Process_Create,17118,process,null
