id(a),a.type,a.tag,b.timestamp,b.type,id(c),c.type,c.tag
10214,process,null,1620604800,mknod,10408,file,null
10216,process,null,1620583789,Process_Create,17366,process,null
10216,process,null,1620583789,Process_Create,17365,process,null
10216,process,null,1620583789,Process_Create,17364,process,null
10225,process,null,1620583789,Process_Create,17367,process,null
10225,process,null,1620583789,Process_Create,11847,process,null
10227,process,null,1620582654,Process_Create,17387,process,null
10227,process,null,1620582654,Process_Create,17389,process,null
10227,process,null,1620582654,Process_Create,17390,process,null
10227,process,null,1620582654,Process_Create,12265,process,null
10227,process,null,1620582654,Process_Create,12267,process,null
10227,process,null,1620582654,Process_Create,10797,process,null
10227,process,null,1620582654,Process_Create,10927,process,null
10227,process,null,1620582654,Process_Create,12266,process,null
10227,process,null,1620582654,Process_Create,12820,process,null
10227,process,null,1620582654,Process_Create,17388,process,null
10228,process,null,1620625217,Process_Create,12823,process,null
10228,process,null,1620625217,Process_Create,17394,process,null
10228,process,null,1620625217,Process_Create,17396,process,null
10228,process,null,1620625217,Process_Create,12269,process,null
10228,process,null,1620625217,Process_Create,12268,process,null
10228,process,null,1620625217,Process_Create,17395,process,null
10228,process,null,1620625217,Process_Create,10799,process,null
10228,process,null,1620625217,Process_Create,17393,process,null
10228,process,null,1620625217,Process_Create,10928,process,null
10228,process,null,1620625217,Process_Create,12270,process,null
10319,connection,attack,1620588815,ssh_connection,16485,process,attack
10319,connection,attack,1620588815,ssh_connection,13713,process,attack
10320,connection,attack,1620590317,ssh_connection,13728,process,attack
10322,connection,attack,1620589043,ssh_connection,11306,process,attack
10323,connection,attack,1620590588,ssh_connection,14454,process,attack
10324,connection,null,1620589955,ssh_connection,17312,process,null
10325,connection,attack,1620590317,ssh_connection,14448,process,attack
10326,connection,attack,1620590588,ssh_connection,11142,process,attack
10327,connection,null,1620589955,ssh_connection,14442,process,null
10328,connection,attack,1620639336,ssh_connection,14625,process,attack
10329,connection,attack,1620638682,ssh_connection,14617,process,attack
10330,connection,attack,1620638644,ssh_connection,14612,process,attack
10331,connection,null,1620641329,ssh_connection,16012,process,attack
10332,connection,attack,1620588815,ssh_connection,14390,process,attack
10333,connection,attack,1620590317,ssh_connection,11324,process,attack
