id(a),a.type,a.tag,b.timestamp,b.type,id(c),c.type,c.tag
68,connection,attack,1620813915.000,Lateral_Movement,21262,connection,attack
2717,logon,attack,1620795108.000,logon_process,2840,process,attack
2717,logon,attack,1620813931.000,logon_process,2763,process,attack
2717,logon,attack,1620790434.000,logon_process,3049,process,attack
2717,logon,attack,1620791089.000,logon_process,2902,process,attack
2717,logon,attack,1620813642.000,logon_process,2779,process,attack
2717,logon,attack,1620791471.000,logon_process,2864,process,attack
2717,logon,attack,1620790966.000,logon_process,2960,process,attack
2717,logon,attack,1620791067.000,logon_process,2919,process,attack
2717,logon,attack,1620797333.000,logon_process,2812,process,attack
2717,logon,attack,1620790983.000,logon_process,2943,process,attack
2717,logon,attack,1620791438.000,logon_process,2868,process,attack
2717,logon,attack,1620790007.000,logon_process,3072,process,attack
2717,logon,attack,1620791149.000,logon_process,2885,process,attack
2717,logon,attack,1620791352.000,logon_process,2870,process,attack
2717,logon,attack,1620790858.000,logon_process,2978,process,attack
2717,logon,attack,1620790015.000,logon_process,3072,process,attack
2717,logon,attack,1620795187.000,logon_process,2833,process,attack
2717,logon,attack,1620795929.000,logon_process,2824,process,attack
2717,logon,attack,1620797356.000,logon_process,2805,process,attack
2717,logon,attack,1620790645.000,logon_process,3016,process,attack
2717,logon,attack,1620790904.000,logon_process,2972,process,attack
2717,logon,attack,1620794859.000,logon_process,2845,process,attack
2717,logon,attack,1620790121.000,logon_process,3061,process,attack
2717,logon,attack,1620791159.000,logon_process,2876,process,attack
2717,logon,attack,1620790636.000,logon_process,3016,process,attack
2717,logon,attack,1620790830.000,logon_process,3001,process,attack
2717,logon,attack,1620813928.000,logon_process,2763,process,attack
2717,logon,attack,1620790842.000,logon_process,2994,process,attack
2717,logon,attack,1620801254.000,logon_process,2790,process,attack
2743,process,attack,1620677150.000,Process_Create,3149,process,attack
2743,process,attack,1620693000.000,Process_Create,3123,process,attack
2743,process,attack,1620680401.000,Process_Create,3125,process,attack
2743,process,attack,1620696600.000,Process_Create,3122,process,attack
2743,process,attack,1620814500.000,Process_Create,2757,process,attack
2743,process,attack,1620676833.000,Process_Create,3188,process,attack
2743,process,attack,1620873000.000,Process_Create,2749,process,attack
2743,process,attack,1620677841.000,Process_Create,3142,process,attack
2743,process,attack,1620704402.000,Process_Create,3117,process,attack
2743,process,attack,1620700200.000,Process_Create,3118,process,attack
2743,process,attack,1620778183.000,Process_Create,3109,process,attack
2743,process,attack,1620786600.000,Process_Create,3107,process,attack
2743,process,attack,1620907210.000,Process_Create,2744,process,attack
2743,process,attack,1620794863.000,Process_Create,2846,process,attack
2743,process,attack,1620863198.000,Process_Create,2752,process,attack
2743,process,attack,1620867125.000,Process_Create,2750,process,attack
2743,process,attack,1620817200.000,Process_Create,2755,process,attack
2743,process,attack,1620698398.000,Process_Create,3119,process,attack
2743,process,attack,1620763204.000,Process_Create,3111,process,attack
2743,process,attack,1620676831.000,Process_Create,3155,process,attack
2743,process,attack,1620698391.000,Process_Create,3121,process,attack
2743,process,attack,1620792005.000,Process_Create,2861,process,attack
2743,process,attack,1620734403.000,Process_Create,3115,process,attack
2743,process,attack,1620677842.000,Process_Create,3132,process,attack
2743,process,attack,1620849608.000,Process_Create,2753,process,attack
2743,process,attack,1620677842.000,Process_Create,3135,process,attack
2743,process,attack,1620698391.000,Process_Create,3120,process,attack
2743,process,attack,1620878409.000,Process_Create,2747,process,attack
2743,process,attack,1620677150.000,Process_Create,3144,process,attack
2743,process,attack,1620678590.000,Process_Create,3128,process,attack
2743,process,attack,1620676835.000,Process_Create,3186,process,attack
2743,process,attack,1620705601.000,Process_Create,3116,process,attack
2743,process,attack,1620677842.000,Process_Create,3138,process,attack
2743,process,attack,1620683130.000,Process_Create,3124,process,attack
2743,process,attack,1620678290.000,Process_Create,3129,process,attack
2743,process,attack,1620876600.000,Process_Create,2748,process,attack
2743,process,attack,1620676831.000,Process_Create,3190,process,attack
2743,process,attack,1620885600.000,Process_Create,2745,process,attack
2743,process,attack,1620676831.000,Process_Create,3692,process,attack
2743,process,attack,1620676831.000,Process_Create,3201,process,attack
2743,process,attack,1620676831.000,Process_Create,3684,process,attack
2743,process,attack,1620779402.000,Process_Create,3108,process,attack
2743,process,attack,1620677150.000,Process_Create,3152,process,attack
2743,process,attack,1620748800.000,Process_Create,3113,process,attack
2743,process,attack,1620676831.000,Process_Create,3686,process,attack
2743,process,attack,1620865803.000,Process_Create,2751,process,attack
2743,process,attack,1620820806.000,Process_Create,2754,process,attack
2743,process,attack,1620676851.000,Process_Create,3178,process,attack
2743,process,attack,1620676831.000,Process_Create,3194,process,attack
2745,process,attack,1620885600.000,Process_Create,2746,process,attack
2755,process,attack,1620817200.000,Process_Create,2756,process,attack
2758,process,attack,1620813947.000,Process_Create,2759,process,attack
2759,process,attack,1620813949.000,connection_d,65,connection,attack
2760,process,attack,1620813931.000,Process_Create,2758,process,attack
2761,process,attack,1620813931.000,Process_Create,2760,process,attack
2762,process,attack,1620813931.000,Process_Create,2761,process,attack
2763,process,attack,1620813931.000,Process_Create,2762,process,attack
2763,process,attack,1620813925.000,Process_Create,2764,process,attack
2763,process,attack,1620813931.000,connection_d,3,connection,attack
2765,process,attack,1620801251.000,Process_Create,2790,process,attack
2765,process,attack,1620790426.000,Process_Create,3049,process,attack
2765,process,attack,1620790900.000,Process_Create,2972,process,attack
2765,process,attack,1620795184.000,Process_Create,2833,process,attack
2765,process,attack,1620813925.000,Process_Create,2763,process,attack
2765,process,attack,1620790850.000,Process_Create,2978,process,attack
2765,process,attack,1620797353.000,Process_Create,2805,process,attack
2765,process,attack,1620790962.000,Process_Create,2960,process,attack
2765,process,attack,1620790630.000,Process_Create,3016,process,attack
2765,process,attack,1620790112.000,Process_Create,3061,process,attack
2765,process,attack,1620791458.000,Process_Create,2866,process,attack
2765,process,attack,1620791085.000,Process_Create,2902,process,attack
2765,process,attack,1620789883.000,Process_Create,3089,process,attack
2765,process,attack,1620790004.000,Process_Create,3072,process,attack
2765,process,attack,1620813637.000,Process_Create,2779,process,attack
2765,process,attack,1620790838.000,Process_Create,2994,process,attack
2765,process,attack,1620791038.000,Process_Create,2926,process,attack
2765,process,attack,1620790979.000,Process_Create,2943,process,attack
2765,process,attack,1620791146.000,Process_Create,2885,process,attack
2765,process,attack,1620791348.000,Process_Create,2870,process,attack
2765,process,attack,1620790816.000,Process_Create,3001,process,attack
2765,process,attack,1620791466.000,Process_Create,2864,process,attack
2765,process,attack,1620794857.000,Process_Create,2845,process,attack
2765,process,attack,1620795101.000,Process_Create,2840,process,attack
2765,process,attack,1620791063.000,Process_Create,2919,process,attack
2765,process,attack,1620791434.000,Process_Create,2868,process,attack
2765,process,attack,1620791155.000,Process_Create,2876,process,attack
2765,process,attack,1620795926.000,Process_Create,2824,process,attack
2765,process,attack,1620801243.000,Process_Create,2792,process,attack
2765,process,attack,1620797325.000,Process_Create,2812,process,attack
2765,process,attack,1620789884.000,connection_d,147,connection,attack
2766,process,attack,1620813697.000,Process_Create,2774,process,attack
2766,process,attack,1620813896.000,Process_Create,2768,process,attack
2766,process,attack,1620813655.000,Process_Create,2775,process,attack
2766,process,attack,1620813849.000,Process_Create,2770,process,attack
2766,process,attack,1620813874.000,Process_Create,2769,process,attack
2766,process,attack,1620813783.000,Process_Create,2771,process,attack
2766,process,attack,1620813716.000,Process_Create,2773,process,attack
2766,process,attack,1620813913.000,Process_Create,2767,process,attack
2766,process,attack,1620813780.000,Process_Create,2772,process,attack
2767,process,attack,1620813915.000,connection_d,68,connection,attack
2769,process,attack,1620813875.000,connection_d,69,connection,attack
2773,process,attack,1620813717.000,connection_d,71,connection,attack
2776,process,attack,1620813643.000,Process_Create,2766,process,attack
2777,process,attack,1620813643.000,Process_Create,2776,process,attack
2778,process,attack,1620813643.000,Process_Create,2777,process,attack
2779,process,attack,1620813643.000,Process_Create,2778,process,attack
2779,process,attack,1620813637.000,Process_Create,2780,process,attack
2779,process,attack,1620813642.000,connection_d,4,connection,attack
2781,process,attack,1620803954.000,Process_Create,2782,process,attack
2781,process,attack,1620797552.000,connection_d,112,connection,attack
2783,process,attack,1620801766.000,Process_Create,2784,process,attack
2783,process,attack,1620801719.000,Process_Create,2785,process,attack
2783,process,attack,1620801262.000,Process_Create,2786,process,attack
2787,process,attack,1620801254.000,Process_Create,2783,process,attack
2788,process,attack,1620801254.000,Process_Create,2787,process,attack
2789,process,attack,1620801254.000,Process_Create,2788,process,attack
2789,process,attack,1620790743.000,Process_Create,3002,process,attack
2790,process,attack,1620801254.000,Process_Create,2789,process,attack
2790,process,attack,1620801251.000,Process_Create,2791,process,attack
2790,process,attack,1620801254.000,connection_d,5,connection,attack
2792,process,attack,1620801243.000,Process_Create,2793,process,attack
2794,process,attack,1620799033.000,Process_Create,2795,process,attack
2794,process,attack,1620797364.000,Process_Create,2801,process,attack
2794,process,attack,1620797620.000,Process_Create,2798,process,attack
2794,process,attack,1620797465.000,Process_Create,2800,process,attack
2794,process,attack,1620797629.000,Process_Create,2797,process,attack
2794,process,attack,1620797477.000,Process_Create,2799,process,attack
2794,process,attack,1620797695.000,Process_Create,2796,process,attack
2794,process,attack,1620797481.000,Process_Create,2781,process,attack
2802,process,attack,1620797356.000,Process_Create,2794,process,attack
2803,process,attack,1620797356.000,Process_Create,2802,process,attack
2804,process,attack,1620797356.000,Process_Create,2803,process,attack
2805,process,attack,1620797353.000,Process_Create,2806,process,attack
2805,process,attack,1620797356.000,Process_Create,2804,process,attack
2805,process,attack,1620797356.000,connection_d,6,connection,attack
2807,process,attack,1620797334.000,Process_Create,2808,process,attack
2808,process,attack,1620797334.000,file_created,19517,file,attack
2809,process,attack,1620797334.000,Process_Create,2807,process,attack
2810,process,attack,1620797334.000,Process_Create,2809,process,attack
2811,process,attack,1620797334.000,Process_Create,2810,process,attack
2812,process,attack,1620797325.000,Process_Create,2813,process,attack
2812,process,attack,1620797334.000,Process_Create,2811,process,attack
2812,process,attack,1620797333.000,connection_d,7,connection,attack
2814,process,attack,1620796833.000,Process_Create,2815,process,attack
2814,process,attack,1620796824.000,Process_Create,2816,process,attack
2814,process,attack,1620796811.000,Process_Create,2817,process,attack
2817,process,attack,1620796811.000,file_created,19519,file,attack
2819,process,attack,1620796513.000,Process_Create,2820,process,attack
2821,process,attack,1620795929.000,Process_Create,2814,process,attack
2822,process,attack,1620795929.000,Process_Create,2821,process,attack
2823,process,attack,1620795929.000,Process_Create,2822,process,attack
2824,process,attack,1620795926.000,Process_Create,2825,process,attack
2824,process,attack,1620795929.000,Process_Create,2823,process,attack
2824,process,attack,1620795929.000,connection_d,8,connection,attack
2826,process,attack,1620795911.000,Process_Create,2827,process,attack
2827,process,attack,1620795911.000,file_created,19520,file,attack
2830,process,attack,1620795187.000,Process_Create,2826,process,attack
2831,process,attack,1620795187.000,Process_Create,2830,process,attack
2832,process,attack,1620795187.000,Process_Create,2831,process,attack
2833,process,attack,1620795187.000,Process_Create,2832,process,attack
2833,process,attack,1620795184.000,Process_Create,2834,process,attack
2833,process,attack,1620795187.000,connection_d,9,connection,attack
2837,process,attack,1620795108.000,Process_Create,2835,process,attack
2838,process,attack,1620795108.000,Process_Create,2837,process,attack
2839,process,attack,1620795108.000,Process_Create,2838,process,attack
2840,process,attack,1620795101.000,Process_Create,2841,process,attack
2840,process,attack,1620795108.000,Process_Create,2839,process,attack
2840,process,attack,1620795108.000,connection_d,10,connection,attack
2842,process,attack,1620794865.000,Process_Create,2819,process,attack
2843,process,attack,1620794865.000,Process_Create,2842,process,attack
2844,process,attack,1620794865.000,Process_Create,2843,process,attack
2845,process,attack,1620794865.000,Process_Create,2844,process,attack
2845,process,attack,1620794857.000,Process_Create,2858,process,attack
2845,process,attack,1620794861.000,Process_Create,2852,process,attack
2845,process,attack,1620794860.000,Process_Create,2857,process,attack
2845,process,attack,1620794859.000,connection_d,11,connection,attack
2847,process,attack,1620794861.000,Process_Create,2848,process,attack
2849,process,attack,1620794861.000,Process_Create,2847,process,attack
2850,process,attack,1620794861.000,Process_Create,2849,process,attack
2851,process,attack,1620794861.000,Process_Create,2850,process,attack
2852,process,attack,1620794861.000,Process_Create,2851,process,attack
2853,process,attack,1620794860.000,Process_Create,2854,process,attack
2855,process,attack,1620794860.000,Process_Create,2853,process,attack
2856,process,attack,1620794860.000,Process_Create,2855,process,attack
2857,process,attack,1620794860.000,Process_Create,2856,process,attack
2859,process,attack,1620792221.000,Process_Create,2860,process,attack
2859,process,attack,1620791271.000,Process_Create,2872,process,attack
2859,process,attack,1620791492.000,Process_Create,2863,process,attack
2859,process,attack,1620791494.000,Process_Create,2862,process,attack
2864,process,attack,1620791466.000,Process_Create,2865,process,attack
2864,process,attack,1620791471.000,connection_d,12,connection,attack
2866,process,attack,1620791458.000,Process_Create,2867,process,attack
2868,process,attack,1620791434.000,Process_Create,2869,process,attack
2868,process,attack,1620791438.000,connection_d,13,connection,attack
2870,process,attack,1620791348.000,Process_Create,2871,process,attack
2870,process,attack,1620791352.000,connection_d,14,connection,attack
2873,process,attack,1620791159.000,Process_Create,2859,process,attack
2874,process,attack,1620791159.000,Process_Create,2873,process,attack
2875,process,attack,1620791159.000,Process_Create,2874,process,attack
2876,process,attack,1620791159.000,Process_Create,2875,process,attack
2876,process,attack,1620791155.000,Process_Create,2877,process,attack
2876,process,attack,1620791159.000,connection_d,15,connection,attack
2878,process,attack,1620791150.000,Process_Create,2879,process,attack
2879,process,attack,1620791150.000,file_created,2388,file,attack
2880,process,attack,1620791150.000,Process_Create,2878,process,attack
2881,process,attack,1620790842.000,Process_Create,2989,process,attack
2881,process,attack,1620791150.000,Process_Create,2880,process,attack
2884,process,attack,1620791150.000,Process_Create,2881,process,attack
2885,process,attack,1620791149.000,Process_Create,2884,process,attack
2885,process,attack,1620791146.000,Process_Create,2887,process,attack
2885,process,attack,1620791149.000,connection_d,16,connection,attack
2888,process,attack,1620790830.000,Process_Create,2998,process,attack
2888,process,attack,1620791089.000,Process_Create,2891,process,attack
2894,process,attack,1620791089.000,Process_Create,2888,process,attack
2897,process,attack,1620791089.000,Process_Create,2894,process,attack
2898,process,attack,1620791089.000,Process_Create,2897,process,attack
2902,process,attack,1620791085.000,Process_Create,2905,process,attack
2902,process,attack,1620791089.000,Process_Create,2898,process,attack
2902,process,attack,1620791089.000,connection_d,17,connection,attack
2906,process,attack,1620791067.000,Process_Create,2909,process,attack
2912,process,attack,1620791067.000,Process_Create,2906,process,attack
2913,process,attack,1620790966.000,Process_Create,2952,process,attack
2913,process,attack,1620791067.000,Process_Create,2912,process,attack
2916,process,attack,1620791067.000,Process_Create,2913,process,attack
2919,process,attack,1620791067.000,Process_Create,2916,process,attack
2919,process,attack,1620791063.000,Process_Create,2923,process,attack
2919,process,attack,1620791067.000,connection_d,18,connection,attack
2929,process,attack,1620790983.000,Process_Create,2932,process,attack
2936,process,attack,1620790983.000,Process_Create,2929,process,attack
2939,process,attack,1620790983.000,Process_Create,2936,process,attack
2940,process,attack,1620790983.000,Process_Create,2939,process,attack
2943,process,attack,1620790983.000,Process_Create,2940,process,attack
2943,process,attack,1620790979.000,Process_Create,2946,process,attack
2943,process,attack,1620790983.000,connection_d,19,connection,attack
2947,process,attack,1620790966.000,Process_Create,2949,process,attack
2952,process,attack,1620790966.000,Process_Create,2947,process,attack
2952,process,attack,1620790858.000,Process_Create,2973,process,attack
2960,process,attack,1620790966.000,Process_Create,2956,process,attack
2960,process,attack,1620790966.000,connection_d,20,connection,attack
2962,process,attack,1620790937.000,Process_Create,2964,process,attack
2967,process,attack,1620790937.000,Process_Create,2962,process,attack
2968,process,attack,1620790904.000,Process_Create,2967,process,attack
2970,process,attack,1620790830.000,Process_Create,2999,process,attack
2970,process,attack,1620790904.000,Process_Create,2968,process,attack
2971,process,attack,1620790904.000,Process_Create,2970,process,attack
2972,process,attack,1620790904.000,Process_Create,2971,process,attack
2972,process,attack,1620790904.000,connection_d,21,connection,attack
2975,process,attack,1620789894.000,Process_Create,3077,process,attack
2976,process,attack,1620790858.000,Process_Create,2975,process,attack
2977,process,attack,1620790858.000,Process_Create,2976,process,attack
2978,process,attack,1620790858.000,Process_Create,2977,process,attack
2978,process,attack,1620790851.000,Process_Create,2979,process,attack
2978,process,attack,1620790858.000,connection_d,22,connection,attack
2982,process,attack,1620790842.000,Process_Create,2987,process,attack
2989,process,attack,1620790842.000,Process_Create,2982,process,attack
2994,process,attack,1620790842.000,Process_Create,2991,process,attack
2994,process,attack,1620790838.000,Process_Create,2996,process,attack
2994,process,attack,1620790842.000,connection_d,23,connection,attack
3001,process,attack,1620790830.000,connection_d,24,connection,attack
3004,process,attack,1620790660.000,Process_Create,3005,process,attack
3009,process,attack,1620790645.000,Process_Create,3004,process,attack
3010,process,attack,1620790645.000,Process_Create,3009,process,attack
3014,process,attack,1620790645.000,Process_Create,3010,process,attack
3016,process,attack,1620790630.000,Process_Create,3021,process,attack
3016,process,attack,1620790645.000,Process_Create,3014,process,attack
3016,process,attack,1620790645.000,connection_d,25,connection,attack
3024,process,attack,1620790438.000,Process_Create,3044,process,attack
3024,process,attack,1620790622.000,Process_Create,3027,process,attack
3024,process,attack,1620790468.000,Process_Create,3041,process,attack
3024,process,attack,1620790611.000,Process_Create,3031,process,attack
3024,process,attack,1620790489.000,Process_Create,3036,process,attack
3024,process,attack,1620790498.000,Process_Create,3033,process,attack
3033,process,attack,1620790498.000,Process_Create,3035,process,attack
3036,process,attack,1620790489.000,Process_Create,3037,process,attack
3041,process,attack,1620790468.000,Process_Create,3043,process,attack
3044,process,attack,1620790438.000,Process_Create,3045,process,attack
