id(a),a.type,a.tag,b.timestamp,b.type,id(c),c.type,c.tag
467,process,attack,1621081923.444,Process_Create,469,process,attack
469,process,attack,1621081923.496,open,16373,file,attack
477,process,attack,1621081969.677,Process_Create,480,process,attack
480,process,attack,1621081972.261,open,16373,file,attack
495,process,attack,1621082223.296,Process_Create,12627,process,attack
520,process,attack,1621082595.425,Process_Create,8907,process,attack
520,process,attack,1621082595.425,Process_Create,525,process,attack
525,process,attack,1621082597.225,open,16373,file,attack
526,process,attack,1621082606.99,Process_Create,8908,process,attack
526,process,attack,1621082606.99,Process_Create,529,process,attack
529,process,attack,1621082608.194,open,16373,file,attack
532,process,attack,1621082895.746,Process_Create,535,process,attack
532,process,attack,1621082895.746,Process_Create,8909,process,attack
535,process,attack,1621082895.786,open,16373,file,attack
539,process,attack,1621083290.279,Process_Create,540,process,attack
540,process,attack,1621083293.291,open,16373,file,attack
570,process,attack,1621110507.094,Process_Create,574,process,attack
574,process,attack,1621110510.058,Process_Create,11563,process,attack
574,process,attack,1621110510.058,Process_Create,11562,process,attack
574,process,attack,1621110510.058,Process_Create,11561,process,attack
574,process,attack,1621110510.058,open,16373,file,attack
1828,process,attack,1621110143.807,Process_Create,14747,process,attack
1828,process,attack,1621110143.807,Process_Create,1830,process,attack
1830,process,attack,1621110145.539,open,16373,file,attack
2765,process,attack,1621112798.177,Process_Create,2766,process,attack
2765,process,attack,1621112798.177,Process_Create,2767,process,attack
2767,process,attack,1621112872.394,Process_Create,14748,process,attack
2767,process,attack,1621112872.394,Process_Create,2769,process,attack
2769,process,attack,1621112874.074,open,16373,file,attack
3694,process,attack,1620947370.731,Process_Create,3696,process,attack
3696,process,attack,1620947375.019,Process_Create,8335,process,attack
3696,process,attack,1620947375.019,Process_Create,11683,process,attack
3696,process,attack,1620947375.019,Process_Create,8345,process,attack
3696,process,attack,1620947375.019,Process_Create,11554,process,attack
3696,process,attack,1620947375.019,Process_Create,8346,process,attack
3696,process,attack,1620947375.019,Process_Create,14795,process,attack
3696,process,attack,1620947375.019,Process_Create,12325,process,attack
3696,process,attack,1620947375.019,Process_Create,8343,process,attack
3696,process,attack,1620947375.019,Process_Create,15299,process,attack
3696,process,attack,1620947375.019,Process_Create,15300,process,attack
3696,process,attack,1620947375.019,Process_Create,8336,process,attack
