id(a),a.type,a.tag,b.timestamp,b.type,id(c),c.type,c.tag
1962,connection,attack,1621212737.0,ssh_connection,10341,process,attack
2005,connection,attack,1621201160.0,ssh_connection,5903,process,attack
2033,connection,attack,1621188652.0,ssh_connection,5820,process,attack
2043,connection,attack,1621187516.0,ssh_connection,11861,process,attack
2044,connection,attack,1621187584.0,ssh_connection,11869,process,attack
2045,connection,attack,1621204424.0,ssh_connection,11964,process,attack
2046,connection,attack,1621213353.0,ssh_connection,10360,process,attack
2048,connection,attack,1621201459.0,ssh_connection,11956,process,attack
2049,connection,attack,1621212737.0,ssh_connection,10340,process,attack
2050,connection,attack,1621187665.0,ssh_connection,11882,process,attack
2051,connection,attack,1621251052.0,ssh_connection,12130,process,attack
2052,connection,attack,1621187665.0,ssh_connection,8403,process,attack
2053,connection,attack,1621201324.0,ssh_connection,11949,process,attack
2054,connection,attack,1621187530.0,ssh_connection,15052,process,attack
2055,connection,attack,1621202891.0,ssh_connection,11961,process,attack
2056,connection,attack,1621208604.0,ssh_connection,11983,process,attack
2057,connection,attack,1621187530.0,ssh_connection,11866,process,attack
2059,connection,attack,1621201160.0,ssh_connection,11944,process,attack
2060,connection,attack,1621187584.0,ssh_connection,15053,process,attack
2575,process,attack,1621212738.177,Process_Create,3232,process,attack
2575,process,attack,1621212738.177,Process_Create,5624,process,attack
2575,process,attack,1621212738.177,Process_Create,5613,process,attack
2575,process,attack,1621212738.177,Process_Create,5709,process,attack
2575,process,attack,1621212738.177,Process_Create,5643,process,attack
2575,process,attack,1621212738.177,Process_Create,2603,process,attack
2575,process,attack,1621212738.177,Process_Create,5622,process,attack
2575,process,attack,1621212738.177,Process_Create,5074,process,attack
2576,process,attack,1621213353.37,Process_Create,5614,process,attack
2576,process,attack,1621213353.37,Process_Create,5645,process,attack
2576,process,attack,1621213353.37,Process_Create,5075,process,attack
2576,process,attack,1621213353.37,Process_Create,5625,process,attack
2576,process,attack,1621213353.37,Process_Create,2605,process,attack
2576,process,attack,1621213353.37,Process_Create,5710,process,attack
2576,process,attack,1621213353.37,Process_Create,5623,process,attack
2576,process,attack,1621213353.37,Process_Create,3233,process,attack
2592,process,attack,1621208633.833,Process_Create,5979,process,attack
2592,process,attack,1621208633.833,Process_Create,5686,process,attack
2593,process,attack,1621251060.037,Process_Create,6650,process,attack
2593,process,attack,1621251060.037,Process_Create,5051,process,attack
2593,process,attack,1621251060.037,Process_Create,15134,process,attack
2593,process,attack,1621251060.037,Process_Create,5052,process,attack
2593,process,attack,1621251060.037,Process_Create,5693,process,attack
2593,process,attack,1621251060.037,Process_Create,5691,process,attack
2593,process,attack,1621251060.037,Process_Create,17501,process,attack
2593,process,attack,1621251060.037,Process_Create,5692,process,attack
2593,process,attack,1621251060.037,Process_Create,5053,process,attack
2593,process,attack,1621251060.037,Process_Create,6651,process,attack
2593,process,attack,1621251060.037,Process_Create,5690,process,attack
2593,process,attack,1621251060.037,Process_Create,6652,process,attack
2603,process,attack,1621212760.785,open,2103,file,attack
2605,process,attack,1621213469.74,open,2103,file,attack
5613,process,attack,1621212738.401,Process_Create,2539,process,attack
5614,process,attack,1621213353.418,Process_Create,2540,process,attack
5820,process,attack,1621095836.348,ssh_connection,1710,connection,attack
5903,process,attack,1621095850.021,ssh_connection,1056,connection,attack
8403,process,attack,1621070221.456,Process_Create,6781,process,attack
10339,process,attack,1621212676.456,Process_Create,10340,process,attack
10339,process,attack,1621212676.456,Process_Create,10341,process,attack
10341,process,attack,1621212733.357,Process_Create,2575,process,attack
10341,process,attack,1621212733.357,Process_Create,10343,process,attack
10341,process,attack,1621212733.357,open,2086,file,attack
10343,process,attack,1621212738.149,open,2089,file,attack
10360,process,attack,1621213350.334,Process_Create,2576,process,attack
10360,process,attack,1621213350.334,Process_Create,10362,process,attack
10362,process,attack,1621213353.366,open,2089,file,attack
11861,process,attack,1621187513.903,Process_Create,11863,process,attack
11863,process,attack,1621187516.943,Process_Create,5525,process,attack
11863,process,attack,1621187516.943,open,2089,file,attack
11866,process,attack,1621187527.487,Process_Create,11868,process,attack
11868,process,attack,1621187530.431,Process_Create,5526,process,attack
11868,process,attack,1621187530.431,open,2089,file,attack
11869,process,attack,1621187581.68,Process_Create,11871,process,attack
11871,process,attack,1621187584.376,Process_Create,5527,process,attack
11871,process,attack,1621187584.376,open,2089,file,attack
11882,process,attack,1621187664.949,Process_Create,11884,process,attack
11884,process,attack,1621187665.057,Process_Create,5528,process,attack
11884,process,attack,1621187665.057,Process_Create,15136,process,attack
11884,process,attack,1621187665.057,open,2089,file,attack
11944,process,attack,1621201160.596,Process_Create,6919,process,attack
11949,process,attack,1621201324.294,Process_Create,6920,process,attack
11956,process,attack,1621201458.916,Process_Create,6921,process,attack
11983,process,attack,1621208604.352,Process_Create,11987,process,attack
11987,process,attack,1621208604.456,Process_Create,15139,process,attack
11987,process,attack,1621208604.456,open,2089,file,attack
12130,process,attack,1621251052.101,Process_Create,12131,process,attack
12131,process,attack,1621251052.217,Process_Create,15140,process,attack
12131,process,attack,1621251052.217,open,2089,file,attack
15131,process,attack,1621208633.829,Process_Create,2592,process,attack
15133,process,attack,1621251060.029,Process_Create,2593,process,attack
15136,process,attack,1621187674.057,Process_Create,17500,process,attack
15136,process,attack,1621187674.057,Process_Create,17499,process,attack
15139,process,attack,1621208631.677,Process_Create,15131,process,attack
15140,process,attack,1621251056.765,Process_Create,15133,process,attack
17500,process,attack,1621187742.130,open,2088,file,attack
17500,process,attack,1621187742.130,open,2105,file,attack
17790,process,attack,1621213350.000,Process_Create,17791,process,attack
17791,process,attack,1621213351.000,connection_d,18107,connection,attack
17792,process,attack,1621213338.000,Process_Create,17793,process,attack
17792,process,attack,1621213335.000,Process_Create,17795,process,attack
17792,process,attack,1621213350.000,Process_Create,17790,process,attack
17792,process,attack,1621213325.000,Process_Create,17799,process,attack
17793,process,attack,1621213338.000,Process_Create,17794,process,attack
17796,process,attack,1621213325.000,Process_Create,17797,process,attack
17798,process,attack,1621213325.000,Process_Create,17796,process,attack
17799,process,attack,1621213325.000,Process_Create,17798,process,attack
17800,process,attack,1621213320.000,Process_Create,17792,process,attack
17801,process,attack,1621213320.000,Process_Create,17800,process,attack
17801,process,attack,1621213309.000,Process_Create,17802,process,attack
17801,process,attack,1621213320.000,connection_d,18101,connection,attack
17803,process,attack,1621208288.000,Process_Create,17879,process,attack
17803,process,attack,1621207591.000,Process_Create,17890,process,attack
17803,process,attack,1621212148.000,Process_Create,17819,process,attack
17803,process,attack,1621212087.000,Process_Create,17824,process,attack
17803,process,attack,1621188217.000,Process_Create,17896,process,attack
17803,process,attack,1621213309.000,Process_Create,17801,process,attack
17803,process,attack,1621212265.000,Process_Create,17809,process,attack
17803,process,attack,1621188633.000,Process_Create,17895,process,attack
17803,process,attack,1621188218.000,connection_d,18121,connection,attack
17805,process,attack,1621212697.000,Process_Create,17806,process,attack
17805,process,attack,1621212682.000,Process_Create,17807,process,attack
17805,process,attack,1621212679.000,file_created,17620,file,attack
17806,process,attack,1621212699.000,connection_d,18109,connection,attack
17808,process,attack,1621212674.000,Registry_value_set,18042,TargetObject,attack
17808,process,attack,1621209274.000,Registry_value_set,18051,TargetObject,attack
17808,process,attack,1621212674.000,Registry_value_set,18043,TargetObject,attack
17808,process,attack,1621210950.000,Registry_value_set,18048,TargetObject,attack
17808,process,attack,1621210930.000,Registry_value_set,18049,TargetObject,attack
17808,process,attack,1621212675.000,Registry_value_set,18041,TargetObject,attack
17808,process,attack,1621208975.000,Registry_object_added_or_deleted,18040,TargetObject,attack
17808,process,attack,1621208979.000,Process_Create,17852,process,attack
17808,process,attack,1621209339.000,Process_Create,17847,process,attack
17808,process,attack,1621208975.000,Process_Create,17853,process,attack
17808,process,attack,1621208974.000,Process_Create,17856,process,attack
17808,process,attack,1621208975.000,Process_Create,17855,process,attack
17808,process,attack,1621210963.000,Process_Create,17833,process,attack
17808,process,attack,1621212679.000,Process_Create,17805,process,attack
17808,process,attack,1621210798.000,Process_Create,17838,process,attack
17808,process,attack,1621210785.000,Process_Create,17841,process,attack
17808,process,attack,1621209167.000,Process_Create,17848,process,attack
17808,process,attack,1621208974.000,Process_Create,17857,process,attack
17808,process,attack,1621209081.000,Process_Create,17850,process,attack
17808,process,attack,1621211739.000,Process_Create,17826,process,attack
17808,process,attack,1621210768.000,Process_Create,17843,process,attack
17808,process,attack,1621210998.000,Process_Create,17831,process,attack
17809,process,attack,1621212265.000,Process_Create,17810,process,attack
17809,process,attack,1621212269.000,connection_d,18102,connection,attack
17811,process,attack,1621212169.000,Process_Create,17816,process,attack
17811,process,attack,1621212193.000,Process_Create,17814,process,attack
17811,process,attack,1621212206.000,Process_Create,17812,process,attack
17811,process,attack,1621212204.000,Process_Create,17813,process,attack
17814,process,attack,1621212193.000,Process_Create,17815,process,attack
17816,process,attack,1621212169.000,Process_Create,17817,process,attack
17818,process,attack,1621212151.000,Process_Create,17811,process,attack
17819,process,attack,1621212151.000,Process_Create,17818,process,attack
17819,process,attack,1621212148.000,Process_Create,17820,process,attack
17819,process,attack,1621212151.000,connection_d,18103,connection,attack
17822,process,attack,1621212104.000,Process_Create,17823,process,attack
17824,process,attack,1621212104.000,Process_Create,17822,process,attack
17824,process,attack,1621212087.000,Process_Create,17825,process,attack
17824,process,attack,1621212104.000,connection_d,18104,connection,attack
17825,process,attack,1621207604.000,Process_Create,17883,process,attack
17826,process,attack,1621211739.000,Registry_value_set,18044,TargetObject,attack
17826,process,attack,1621211739.000,Process_Create,17827,process,attack
17827,process,attack,1621211758.000,Registry_value_set,18044,TargetObject,attack
17831,process,attack,1621211003.000,Process_Create,17832,process,attack
17833,process,attack,1621210964.000,Registry_value_set,18044,TargetObject,attack
17833,process,attack,1621210971.000,Process_Create,17834,process,attack
17833,process,attack,1621210965.000,Process_Create,17835,process,attack
17833,process,attack,1621210963.000,Process_Create,17837,process,attack
17834,process,attack,1621210971.000,Registry_value_set,18044,TargetObject,attack
17835,process,attack,1621210967.000,Registry_value_set,18045,TargetObject,attack
17835,process,attack,1621210966.000,Process_Create,17836,process,attack
17836,process,attack,1621210967.000,Registry_value_set,18046,TargetObject,attack
