id(a),a.type,a.tag,b.timestamp,b.type,id(c),c.type,c.tag
10404,connection,attack,1620905798.0,ssh_connection,14661,process,attack
10406,connection,attack,1620904387.0,ssh_connection,14614,process,attack
10407,connection,attack,1620903661.0,ssh_connection,14569,process,attack
10456,connection,attack,1620905153.0,ssh_connection,14636,process,attack
10457,connection,attack,1620904387.0,ssh_connection,14613,process,attack
10458,connection,attack,1620905036.0,ssh_connection,14627,process,attack
10459,connection,attack,1620903722.0,ssh_connection,14583,process,attack
10460,connection,attack,1620905303.0,ssh_connection,14645,process,attack
10461,connection,attack,1620903661.0,ssh_connection,14568,process,attack
10462,connection,attack,1620905798.0,ssh_connection,14660,process,attack
11140,process,attack,1620903744.586,Process_Create,12568,process,attack
11140,process,attack,1620903744.586,Process_Create,12570,process,attack
11140,process,attack,1620903744.586,Process_Create,11170,process,attack
11140,process,attack,1620903744.586,Process_Create,12486,process,attack
11140,process,attack,1620903744.586,Process_Create,12845,process,attack
11140,process,attack,1620903744.586,Process_Create,12525,process,attack
11140,process,attack,1620903744.586,Process_Create,12569,process,attack
11140,process,attack,1620903744.586,Process_Create,11853,process,attack
11140,process,attack,1620903744.586,Process_Create,12545,process,attack
11140,process,attack,1620903744.586,Process_Create,12408,process,attack
11140,process,attack,1620903744.586,Process_Create,12567,process,attack
11140,process,attack,1620903744.586,Process_Create,12492,process,attack
11140,process,attack,1620903744.586,Process_Create,12846,process,attack
11140,process,attack,1620903744.586,Process_Create,12504,process,attack
11140,process,attack,1620903744.586,Process_Create,11177,process,attack
11140,process,attack,1620903744.586,Process_Create,11174,process,attack
11140,process,attack,1620903744.586,Process_Create,12524,process,attack
11140,process,attack,1620903744.586,Process_Create,12558,process,attack
11140,process,attack,1620903744.586,Process_Create,12869,process,attack
11140,process,attack,1620903744.586,Process_Create,12847,process,attack
11140,process,attack,1620903744.586,Process_Create,12483,process,attack
11140,process,attack,1620903744.586,Process_Create,12566,process,attack
11140,process,attack,1620903744.586,Process_Create,12490,process,attack
11140,process,attack,1620903744.586,Process_Create,11168,process,attack
11140,process,attack,1620903744.586,Process_Create,12489,process,attack
11140,process,attack,1620903744.586,Process_Create,11171,process,attack
11140,process,attack,1620903744.586,Process_Create,12557,process,attack
11140,process,attack,1620903744.586,Process_Create,11854,process,attack
11140,process,attack,1620903744.586,Process_Create,12484,process,attack
11140,process,attack,1620903744.586,Process_Create,12481,process,attack
11140,process,attack,1620903744.586,Process_Create,12407,process,attack
11140,process,attack,1620903744.586,Process_Create,12482,process,attack
11140,process,attack,1620903744.586,Process_Create,12571,process,attack
11140,process,attack,1620903744.586,Process_Create,12488,process,attack
11140,process,attack,1620903744.586,Process_Create,12402,process,attack
11140,process,attack,1620903744.586,Process_Create,12420,process,attack
11140,process,attack,1620903744.586,Process_Create,11172,process,attack
11140,process,attack,1620903744.586,Process_Create,12547,process,attack
11140,process,attack,1620903744.586,Process_Create,11390,process,attack
11140,process,attack,1620903744.586,Process_Create,17339,process,attack
11140,process,attack,1620903744.586,Process_Create,12485,process,attack
11140,process,attack,1620903744.586,Process_Create,11173,process,attack
11140,process,attack,1620903744.586,Process_Create,12559,process,attack
11140,process,attack,1620903744.586,Process_Create,14023,process,attack
11140,process,attack,1620903744.586,Process_Create,12487,process,attack
11140,process,attack,1620903744.586,Process_Create,11391,process,attack
11140,process,attack,1620903744.586,Process_Create,12491,process,attack
11141,process,attack,1620907990.571,Process_Create,12551,process,attack
11141,process,attack,1620907990.571,Process_Create,12552,process,attack
11141,process,attack,1620907990.571,Process_Create,11193,process,attack
11141,process,attack,1620907990.571,Process_Create,12463,process,attack
11141,process,attack,1620907990.571,Process_Create,11468,process,attack
11141,process,attack,1620907990.571,Process_Create,12495,process,attack
11141,process,attack,1620907990.571,Process_Create,11195,process,attack
11141,process,attack,1620907990.571,Process_Create,12256,process,attack
11141,process,attack,1620907990.571,Process_Create,12405,process,attack
11158,process,attack,1620903666.801,open,10931,file,attack
11160,process,attack,1620903766.387,open,10921,file,attack
11161,process,attack,1620903766.399,open,10807,file,attack
11162,process,attack,1620903766.403,open,10806,file,attack
11163,process,attack,1620903766.407,open,10750,file,attack
11164,process,attack,1620903766.427,open,10894,file,attack
11165,process,attack,1620903766.435,open,10931,file,attack
11166,process,attack,1620903766.435,open,10811,file,attack
11167,process,attack,1620903766.443,open,10470,file,attack
11168,process,attack,1620903780.759,open,10750,file,attack
11174,process,attack,1620904523.293,open,10467,file,attack
11176,process,attack,1620908544.407,open,10931,file,attack
11177,process,attack,1620908611.808,open,10750,file,attack
11193,process,attack,1620908017.859,open,10668,file,attack
11195,process,attack,1620908067.236,open,10668,file,attack
11373,process,attack,1620902019.397,ssh_connection,9882,connection,attack
11375,process,attack,1620902030.394,ssh_connection,9983,connection,attack
11378,process,attack,1620902157.463,ssh_connection,10356,connection,attack
11380,process,attack,1620902173.800,ssh_connection,9916,connection,attack
11853,process,attack,1620903756.354,open,10931,file,attack
11854,process,attack,1620903765.778,open,10931,file,attack
12422,process,attack,1620803074.894,Process_Create,11635,process,attack
12422,process,attack,1620803074.894,Process_Create,11620,process,attack
12422,process,attack,1620803074.894,Process_Create,13572,process,attack
12422,process,attack,1620803074.894,Process_Create,11646,process,attack
12422,process,attack,1620803074.894,Process_Create,11647,process,attack
12422,process,attack,1620803074.894,Process_Create,12457,process,attack
12422,process,attack,1620803074.894,Process_Create,12446,process,attack
12422,process,attack,1620803074.894,Process_Create,11630,process,attack
12422,process,attack,1620803074.894,Process_Create,13627,process,attack
12422,process,attack,1620803074.894,Process_Create,13632,process,attack
12422,process,attack,1620803074.894,Process_Create,13616,process,attack
12422,process,attack,1620803074.894,Process_Create,12431,process,attack
12422,process,attack,1620803074.894,Process_Create,11652,process,attack
12422,process,attack,1620803074.894,Process_Create,12436,process,attack
12422,process,attack,1620803074.894,Process_Create,11648,process,attack
12422,process,attack,1620803074.894,Process_Create,13634,process,attack
12422,process,attack,1620803074.894,Process_Create,12456,process,attack
12422,process,attack,1620803074.894,Process_Create,13593,process,attack
12422,process,attack,1620803074.894,Process_Create,13643,process,attack
12422,process,attack,1620803074.894,Process_Create,11617,process,attack
12422,process,attack,1620803074.894,Process_Create,13629,process,attack
12422,process,attack,1620803074.894,Process_Create,13578,process,attack
12422,process,attack,1620803074.894,Process_Create,11628,process,attack
12422,process,attack,1620803074.894,Process_Create,11649,process,attack
