id(a),a.type,a.tag,b.timestamp,b.type,id(c),c.type,c.tag
117,process,attack,1620831398.159,Process_Create,16769,process,attack
117,process,attack,1620831398.159,Process_Create,1282,process,attack
117,process,attack,1620831398.159,Process_Create,8911,process,attack
117,process,attack,1620831398.159,Process_Create,1285,process,attack
117,process,attack,1620831398.159,Process_Create,1284,process,attack
117,process,attack,1620831398.159,Process_Create,1288,process,attack
117,process,attack,1620831398.159,Process_Create,8910,process,attack
117,process,attack,1620831398.159,Process_Create,8912,process,attack
117,process,attack,1620831398.159,Process_Create,8908,process,attack
117,process,attack,1620831398.159,Process_Create,6400,process,attack
117,process,attack,1620831398.159,Process_Create,6307,process,attack
117,process,attack,1620831398.159,Process_Create,1287,process,attack
117,process,attack,1620831398.159,Process_Create,1020,process,attack
117,process,attack,1620831398.159,Process_Create,1290,process,attack
117,process,attack,1620831398.159,Process_Create,1281,process,attack
137,process,attack,1620817797.389,open,9771,file,attack
139,process,attack,1620817866.238,open,9834,file,attack
140,process,attack,1620817871.362,open,9835,file,attack
141,process,attack,1620818369.997,open,9836,file,attack
142,process,attack,1620818377.125,open,16647,file,attack
142,process,attack,1620818377.125,open,15261,file,attack
142,process,attack,1620818377.125,open,16690,file,attack
142,process,attack,1620818377.125,open,16652,file,attack
147,process,attack,1620818388.269,open,15261,file,attack
147,process,attack,1620818388.269,open,16647,file,attack
147,process,attack,1620818388.269,open,16652,file,attack
147,process,attack,1620818388.269,open,16690,file,attack
1255,connection,attack,1620821362.0,ssh_connection,10083,process,attack
1281,process,attack,1620831493.048,open,9842,file,attack
1282,process,attack,1620831495.824,open,9842,file,attack
1284,process,attack,1620831506.041,open,9842,file,attack
1285,process,attack,1620831514.717,open,9581,file,attack
1287,process,attack,1620831593.402,open,9843,file,attack
1288,process,attack,1620831596.21,open,15262,file,attack
1290,process,attack,1620832172.982,open,9581,file,attack
1386,connection,attack,1620821415.0,ssh_connection,10090,process,attack
4916,connection,attack,1620832972.0,ssh_connection,10135,process,attack
4918,connection,attack,1620821415.0,ssh_connection,10091,process,attack
4923,connection,attack,1620821362.0,ssh_connection,10084,process,attack
4939,connection,attack,1620832972.0,ssh_connection,10134,process,attack
6400,process,attack,1620831398.187,Process_Create,116,process,attack
8880,process,attack,1620818363.997,open,16690,file,attack
8880,process,attack,1620818363.997,open,16647,file,attack
8880,process,attack,1620818363.997,open,16652,file,attack
8880,process,attack,1620818363.997,open,15261,file,attack
8926,process,attack,1620817742.304,Process_Create,14857,process,attack
8926,process,attack,1620817742.304,Process_Create,8928,process,attack
8928,process,attack,1620817742.308,Process_Create,135,process,null
8928,process,attack,1620817742.308,Process_Create,6300,process,attack
8928,process,attack,1620817742.308,Process_Create,6408,process,attack
9025,process,attack,1620817792.669,Process_Create,8870,process,attack
9025,process,attack,1620817792.669,Process_Create,8872,process,attack
9025,process,attack,1620817792.669,Process_Create,142,process,attack
9025,process,attack,1620817792.669,Process_Create,8876,process,attack
9025,process,attack,1620817792.669,Process_Create,8871,process,attack
9025,process,attack,1620817792.669,Process_Create,6301,process,attack
9025,process,attack,1620817792.669,Process_Create,8878,process,attack
9025,process,attack,1620817792.669,Process_Create,8868,process,attack
9025,process,attack,1620817792.669,Process_Create,6409,process,attack
9025,process,attack,1620817792.669,Process_Create,139,process,attack
9025,process,attack,1620817792.669,Process_Create,8886,process,attack
9025,process,attack,1620817792.669,Process_Create,137,process,attack
9025,process,attack,1620817792.669,Process_Create,141,process,attack
9025,process,attack,1620817792.669,Process_Create,8864,process,attack
9025,process,attack,1620817792.669,Process_Create,8862,process,attack
9025,process,attack,1620817792.669,Process_Create,140,process,attack
9025,process,attack,1620817792.669,Process_Create,8881,process,attack
9025,process,attack,1620817792.669,Process_Create,8880,process,attack
9025,process,attack,1620817792.669,Process_Create,147,process,attack
9025,process,attack,1620817792.669,Process_Create,8887,process,attack
9025,process,attack,1620817792.669,Process_Create,9379,process,attack
9025,process,attack,1620817792.669,Process_Create,8866,process,attack
9025,process,attack,1620817792.669,Process_Create,8869,process,attack
10084,process,attack,1620821362.924,Process_Create,10085,process,attack
10085,process,attack,1620821362.952,open,559,file,attack
11824,process,attack,1620832896.000,Process_Create,11825,process,attack
11825,process,attack,1620832896.000,File_System,11820,file,attack
11826,process,attack,1620822203.000,Process_Create,12438,process,attack
11826,process,attack,1620823079.000,Process_Create,12338,process,attack
11826,process,attack,1620822647.000,Process_Create,12410,process,attack
11826,process,attack,1620823188.000,Process_Create,12331,process,attack
11826,process,attack,1620822256.000,Process_Create,12436,process,attack
11826,process,attack,1620822287.000,Process_Create,12422,process,attack
11826,process,attack,1620822268.000,Process_Create,12432,process,attack
11826,process,attack,1620822305.000,Process_Create,12413,process,attack
11826,process,attack,1620823413.000,Process_Create,12294,process,attack
11826,process,attack,1620823405.000,Process_Create,12301,process,attack
11826,process,attack,1620822694.000,Process_Create,12402,process,attack
11826,process,attack,1620822086.000,Process_Create,12440,process,attack
11826,process,attack,1620822875.000,Process_Create,12370,process,attack
11826,process,attack,1620821975.000,Process_Create,12446,process,attack
11826,process,attack,1620821995.000,Process_Create,12444,process,attack
11826,process,attack,1620822735.000,Process_Create,12393,process,attack
11826,process,attack,1620823056.000,Process_Create,12341,process,attack
11826,process,attack,1620823082.000,Process_Create,12337,process,attack
11826,process,attack,1620832896.000,Process_Create,11824,process,attack
11826,process,attack,1620822718.000,Process_Create,12396,process,attack
11826,process,attack,1620823335.000,Process_Create,12304,process,attack
11826,process,attack,1620823406.000,Process_Create,12296,process,attack
11826,process,attack,1620822700.000,Process_Create,12400,process,attack
11826,process,attack,1620822886.000,Process_Create,12369,process,attack
11826,process,attack,1620822743.000,Process_Create,12391,process,attack
11826,process,attack,1620823008.000,Process_Create,12329,process,attack
11826,process,attack,1620823059.000,Process_Create,12340,process,attack
11826,process,attack,1620822264.000,Process_Create,12435,process,attack
11826,process,attack,1620821958.000,Process_Create,12447,process,attack
11826,process,attack,1620821842.000,Process_Create,12449,process,attack
11826,process,attack,1620822082.000,Process_Create,12441,process,attack
11826,process,attack,1620823016.000,Process_Create,12347,process,attack
11826,process,attack,1620823190.000,Process_Create,12327,process,attack
11826,process,attack,1620822214.000,Process_Create,12437,process,attack
11826,process,attack,1620822703.000,Process_Create,12398,process,attack
11826,process,attack,1620822754.000,Process_Create,12389,process,attack
11826,process,attack,1620823236.000,Process_Create,12325,process,attack
11826,process,attack,1620823140.000,Process_Create,12335,process,attack
11826,process,attack,1620823405.000,Process_Create,12300,process,attack
11826,process,attack,1620822313.000,Process_Create,12412,process,attack
11826,process,attack,1620822053.000,Process_Create,12443,process,attack
11826,process,attack,1620822092.000,Process_Create,12439,process,attack
11826,process,attack,1620823004.000,Process_Create,12365,process,attack
11826,process,attack,1620823406.000,Process_Create,12299,process,attack
11826,process,attack,1620822278.000,Process_Create,12427,process,attack
11826,process,attack,1620822666.000,Process_Create,12406,process,attack
